id,store_id,job_source,job_type,state,error_class,manual_review_subreason,retry_count,next_retry_at,started_at,finished_at,operation_scope_key,idempotency_key,cancel_reason,res_id
84,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8011|gid://pb/s8/8011|pb-s8-8011,,8011
85,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8012|gid://pb/s8/8012|pb-s8-8012,,8012
86,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8013|gid://pb/s8/8013|pb-s8-8013,,8013
87,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8014|gid://pb/s8/8014|pb-s8-8014,,8014
88,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8015|gid://pb/s8/8015|pb-s8-8015,,8015
89,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8016|gid://pb/s8/8016|pb-s8-8016,,8016
90,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8017|gid://pb/s8/8017|pb-s8-8017,,8017
91,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8018|gid://pb/s8/8018|pb-s8-8018,,8018
92,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8019|gid://pb/s8/8019|pb-s8-8019,,8019
93,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8020|gid://pb/s8/8020|pb-s8-8020,,8020
94,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8021|gid://pb/s8/8021|pb-s8-8021,,8021
95,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8022|gid://pb/s8/8022|pb-s8-8022,,8022
96,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8023|gid://pb/s8/8023|pb-s8-8023,,8023
97,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8024|gid://pb/s8/8024|pb-s8-8024,,8024
98,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8025|gid://pb/s8/8025|pb-s8-8025,,8025
99,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8026|gid://pb/s8/8026|pb-s8-8026,,8026
100,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8027|gid://pb/s8/8027|pb-s8-8027,,8027
101,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8028|gid://pb/s8/8028|pb-s8-8028,,8028
102,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8029|gid://pb/s8/8029|pb-s8-8029,,8029
103,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8030|gid://pb/s8/8030|pb-s8-8030,,8030
104,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8031|gid://pb/s8/8031|pb-s8-8031,,8031
105,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8032|gid://pb/s8/8032|pb-s8-8032,,8032
106,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8033|gid://pb/s8/8033|pb-s8-8033,,8033
107,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8034|gid://pb/s8/8034|pb-s8-8034,,8034
108,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8035|gid://pb/s8/8035|pb-s8-8035,,8035
109,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8036|gid://pb/s8/8036|pb-s8-8036,,8036
110,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8037|gid://pb/s8/8037|pb-s8-8037,,8037
111,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8038|gid://pb/s8/8038|pb-s8-8038,,8038
112,2,manual_sync,core_dispatch_selftest,succeeded,,,,,2026-07-11 22:46:27,2026-07-11 22:46:27,,2|core_dispatch_selftest|pb.synthetic.model|8039|gid://pb/s8/8039|pb-s8-8039,,8039
